Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:24:40,2019-01-01 13:24:43,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/buy/Page_Chiragh/div_Current Auctions        Ac""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:24:43,2019-01-01 13:24:43,0.030s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:24:43,2019-01-01 13:24:44,0.716s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:24:44,2019-01-01 13:24:44,0.002s,PASSED
,,,,,,
Test Cases/header/FAQS,Chrome 71.0.3578.98,,2019-01-01 13:24:44,2019-01-01 13:25:05,21.185s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:24:44,2019-01-01 13:24:46,2.143s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:24:46,2019-01-01 13:24:57,10.884s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:24:57,2019-01-01 13:24:58,1.138s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:24:58,2019-01-01 13:25:01,3.002s,PASSED
"click(findTestObject(""Object Repository/FAQS/Page_Chiragh/a_FAQs""))",Chrome 71.0.3578.98,,2019-01-01 13:25:01,2019-01-01 13:25:01,0.085s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:25:01,2019-01-01 13:25:04,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/FAQS/Page_Chiragh/div_Frequently Asked Questions""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:25:04,2019-01-01 13:25:04,0.040s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:25:04,2019-01-01 13:25:05,0.713s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:25:05,2019-01-01 13:25:05,0.004s,PASSED
,,,,,,
Test Cases/header/How it Works,Chrome 71.0.3578.98,,2019-01-01 13:25:05,2019-01-01 13:25:26,21.256s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:25:05,2019-01-01 13:25:07,2.154s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:25:07,2019-01-01 13:25:18,10.980s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:25:18,2019-01-01 13:25:19,1.128s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:25:19,2019-01-01 13:25:22,3.002s,PASSED
"click(findTestObject(""Object Repository/How it Works/Page_Chiragh/a_How it Works""))",Chrome 71.0.3578.98,,2019-01-01 13:25:22,2019-01-01 13:25:22,0.080s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:25:22,2019-01-01 13:25:25,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/How it Works/Page_Chiragh/div_Seller  Buyer Process""), 5)",Chrome 71.0.3578.98,,2019-01-01 13:25:25,2019-01-01 13:25:25,0.028s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:25:25,2019-01-01 13:25:26,0.719s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:25:26,2019-01-01 13:25:26,0.004s,PASSED
,,,,,,
Test Cases/header/repurchase,Chrome 71.0.3578.98,,2019-01-01 13:25:26,2019-01-01 13:25:48,21.742s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:25:26,2019-01-01 13:25:28,2.210s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:25:28,2019-01-01 13:25:40,11.361s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:25:40,2019-01-01 13:25:41,1.135s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:25:41,2019-01-01 13:25:44,3.003s,PASSED
"click(findTestObject(""Object Repository/repurchase/Page_Chiragh/a_Repurchase""))",Chrome 71.0.3578.98,,2019-01-01 13:25:44,2019-01-01 13:25:44,0.088s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:25:44,2019-01-01 13:25:47,3.003s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/repurchase/Page_Chiragh/div_BUY BACK OR REPURCHASE AGR""), 5)",Chrome 71.0.3578.98,,2019-01-01 13:25:47,2019-01-01 13:25:47,0.027s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:25:47,2019-01-01 13:25:48,0.704s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:25:48,2019-01-01 13:25:48,0.002s,PASSED
,,,,,,
Test Cases/header/resources,Chrome 71.0.3578.98,,2019-01-01 13:25:48,2019-01-01 13:26:09,21.349s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:25:48,2019-01-01 13:25:50,2.210s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:25:50,2019-01-01 13:26:01,11.010s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:26:01,2019-01-01 13:26:02,1.136s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:26:02,2019-01-01 13:26:05,3.001s,PASSED
"click(findTestObject(""Object Repository/RESOURCES/Page_Chiragh/a_Resources""))",Chrome 71.0.3578.98,,2019-01-01 13:26:05,2019-01-01 13:26:05,0.084s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:26:05,2019-01-01 13:26:08,3.000s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/RESOURCES/Page_Chiragh/div_Resources""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:26:08,2019-01-01 13:26:08,0.025s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:26:08,2019-01-01 13:26:09,0.708s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:26:09,2019-01-01 13:26:09,0.004s,PASSED
,,,,,,
Test Cases/home page/Contact Us,Chrome 71.0.3578.98,,2019-01-01 13:26:09,2019-01-01 13:26:30,21.057s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:26:09,2019-01-01 13:26:11,2.257s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:26:11,2019-01-01 13:26:22,10.814s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:26:22,2019-01-01 13:26:23,1.124s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:26:23,2019-01-01 13:26:26,3.001s,PASSED
"click(findTestObject(""Object Repository/Contact Us/Page_Chiragh/a_CONTACT US""))",Chrome 71.0.3578.98,,2019-01-01 13:26:26,2019-01-01 13:26:26,0.112s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:26:26,2019-01-01 13:26:29,3.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Contact Us/Page_Chiragh/div_Headquarter""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:26:29,2019-01-01 13:26:29,0.025s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:26:29,2019-01-01 13:26:30,0.709s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:26:30,2019-01-01 13:26:30,0.001s,PASSED
,,,,,,
Test Cases/home page/load more,Chrome 71.0.3578.98,,2019-01-01 13:26:30,2019-01-01 13:26:56,25.491s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:26:30,2019-01-01 13:26:33,2.256s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:26:33,2019-01-01 13:26:43,10.873s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:26:43,2019-01-01 13:26:45,1.128s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-01 13:26:45,2019-01-01 13:26:50,5.001s,PASSED
"verifyElementPresent(findTestObject(""load more/Page_Chiragh/div_property id 51556""), 7)",Chrome 71.0.3578.98,,2019-01-01 13:26:50,2019-01-01 13:26:50,0.048s,PASSED
"attribute2 = getText(findTestObject(""load more/Page_Chiragh/div_property id 51556""))",Chrome 71.0.3578.98,,2019-01-01 13:26:50,2019-01-01 13:26:50,0.068s,PASSED
"click(findTestObject(""Object Repository/test/Page_Chiragh/button_LOAD MORE""))",Chrome 71.0.3578.98,,2019-01-01 13:26:50,2019-01-01 13:26:50,0.107s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-01 13:26:50,2019-01-01 13:26:55,5.003s,PASSED
"verifyElementPresent(findTestObject(""load more/Page_Chiragh/div_property id 51464""), 7)",Chrome 71.0.3578.98,,2019-01-01 13:26:55,2019-01-01 13:26:55,0.048s,PASSED
"attribute1 = getText(findTestObject(""load more/Page_Chiragh/div_property id 51464""))",Chrome 71.0.3578.98,,2019-01-01 13:26:55,2019-01-01 13:26:55,0.077s,PASSED
"verifyNotMatch(""attribute2"", ""attribute1"", false)",Chrome 71.0.3578.98,,2019-01-01 13:26:55,2019-01-01 13:26:55,0.007s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:26:55,2019-01-01 13:26:56,0.718s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:26:56,2019-01-01 13:26:56,0.001s,PASSED
,,,,,,
Test Cases/signin/login,Chrome 71.0.3578.98,,2019-01-01 13:26:56,2019-01-01 13:27:09,13.012s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:26:56,2019-01-01 13:26:58,2.232s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/auth/login"")",Chrome 71.0.3578.98,,2019-01-01 13:26:58,2019-01-01 13:27:08,10.402s,PASSED
"setText(findTestObject(""Object Repository/Page_Chiragh/input_Sign In_userName (1)""), ""newuser01"")",Chrome 71.0.3578.98,,2019-01-01 13:27:08,2019-01-01 13:27:08,0.144s,PASSED
"setText(findTestObject(""Object Repository/Page_Chiragh/input_Sign In_userPassword (1)""), ""1234567890"")",Chrome 71.0.3578.98,,2019-01-01 13:27:08,2019-01-01 13:27:09,0.139s,PASSED
"click(findTestObject(""Object Repository/Page_Chiragh/button_Sign In""))",Chrome 71.0.3578.98,,2019-01-01 13:27:09,2019-01-01 13:27:09,0.085s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:27:09,2019-01-01 13:27:09,0.001s,PASSED
,,,,,,
Test Cases/home page/view property by name,Chrome 71.0.3578.98,,2019-01-01 13:27:09,2019-01-01 13:27:34,25.653s,FAILED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:27:09,2019-01-01 13:27:12,2.816s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:27:12,2019-01-01 13:27:23,11.313s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:27:23,2019-01-01 13:27:24,1.129s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:27:24,2019-01-01 13:27:27,3.002s,PASSED
"click(findTestObject(""Object Repository/property by name/Page_Chiragh/h2_Project 51468 Penthouse wit""))",Chrome 71.0.3578.98,,2019-01-01 13:27:27,2019-01-01 13:27:27,0.158s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:27:27,2019-01-01 13:27:30,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/property by name/Page_Chiragh/div_Exit VR""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:27:30,2019-01-01 13:27:30,0.096s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/property by name/Page_Chiragh/ul_PROPERTY DESCRIPTION""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:27:30,2019-01-01 13:27:34,3.956s,FAILED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:27:34,2019-01-01 13:27:34,0.001s,PASSED
,,,,,,
Test Cases/home page/view property,Chrome 71.0.3578.98,,2019-01-01 13:27:34,2019-01-01 13:27:58,23.272s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:27:34,2019-01-01 13:27:37,2.944s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:27:37,2019-01-01 13:27:49,12.102s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:27:49,2019-01-01 13:27:51,1.128s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:27:51,2019-01-01 13:27:54,3.002s,PASSED
"click(findTestObject(""Object Repository/view property/Page_Chiragh/img""))",Chrome 71.0.3578.98,,2019-01-01 13:27:54,2019-01-01 13:27:54,0.141s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:27:54,2019-01-01 13:27:57,3.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/view property/Page_Chiragh/ul_PROPERTY DESCRIPTION""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:27:57,2019-01-01 13:27:57,0.035s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/view property/Page_Chiragh/div_Exit VR""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:27:57,2019-01-01 13:27:57,0.028s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:27:57,2019-01-01 13:27:58,0.716s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:27:58,2019-01-01 13:27:58,0.003s,PASSED
,,,,,,
Test Cases/footer/Buy a property,Chrome 71.0.3578.98,,2019-01-01 13:27:58,2019-01-01 13:28:23,25.261s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:27:58,2019-01-01 13:28:00,2.146s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:28:00,2019-01-01 13:28:11,10.984s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:28:11,2019-01-01 13:28:12,1.121s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-01 13:28:12,2019-01-01 13:28:17,5.001s,PASSED
"click(findTestObject(""Object Repository/Buy a property/Page_Chiragh/a_-Buy a property""))",Chrome 71.0.3578.98,,2019-01-01 13:28:17,2019-01-01 13:28:17,0.110s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-01 13:28:17,2019-01-01 13:28:22,5.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Buy a property/Page_Chiragh/div_Current Auctions        Ac""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:28:22,2019-01-01 13:28:22,0.034s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:28:22,2019-01-01 13:28:23,0.705s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:28:23,2019-01-01 13:28:23,0.001s,PASSED
,,,,,,
Test Cases/footer/contact us-footer,Chrome 71.0.3578.98,,2019-01-01 13:28:23,2019-01-01 13:28:44,21.240s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:28:23,2019-01-01 13:28:25,2.153s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:28:25,2019-01-01 13:28:36,10.864s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:28:36,2019-01-01 13:28:37,1.125s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:28:37,2019-01-01 13:28:40,3.001s,PASSED
"click(findTestObject(""Object Repository/Contact Us-footer/Page_Chiragh/a_-Contact Us""))",Chrome 71.0.3578.98,,2019-01-01 13:28:40,2019-01-01 13:28:40,0.120s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:28:40,2019-01-01 13:28:43,3.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Contact Us-footer/Page_Chiragh/div_Headquarter""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:28:43,2019-01-01 13:28:43,0.071s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:28:43,2019-01-01 13:28:44,0.734s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:28:44,2019-01-01 13:28:44,0.000s,PASSED
,,,,,,
Test Cases/footer/Disclaimer-footer,Chrome 71.0.3578.98,,2019-01-01 13:28:44,2019-01-01 13:29:06,21.461s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:28:44,2019-01-01 13:28:46,2.155s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:28:46,2019-01-01 13:28:57,11.078s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:28:57,2019-01-01 13:28:59,1.136s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:28:59,2019-01-01 13:29:02,3.002s,PASSED
"click(findTestObject(""Object Repository/Disclaimer/Page_Chiragh/a_Disclaimer""))",Chrome 71.0.3578.98,,2019-01-01 13:29:02,2019-01-01 13:29:02,0.121s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:29:02,2019-01-01 13:29:05,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Disclaimer/Page_Chiragh/div_Disclaimer""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:29:05,2019-01-01 13:29:05,0.029s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:29:05,2019-01-01 13:29:06,0.754s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:29:06,2019-01-01 13:29:06,0.002s,PASSED
,,,,,,
Test Cases/footer/FAQs-footer,Chrome 71.0.3578.98,,2019-01-01 13:29:06,2019-01-01 13:29:27,21.351s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:29:06,2019-01-01 13:29:08,2.236s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:29:08,2019-01-01 13:29:19,10.959s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:29:19,2019-01-01 13:29:20,1.129s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:29:20,2019-01-01 13:29:23,3.002s,PASSED
"click(findTestObject(""Object Repository/FAQs-footer/Page_Chiragh/a_-FAQs""))",Chrome 71.0.3578.98,,2019-01-01 13:29:23,2019-01-01 13:29:23,0.113s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:29:23,2019-01-01 13:29:26,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/FAQs-footer/Page_Chiragh/div_Frequently Asked Questions""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:29:26,2019-01-01 13:29:26,0.026s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:29:26,2019-01-01 13:29:27,0.717s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:29:27,2019-01-01 13:29:27,0.004s,PASSED
,,,,,,
Test Cases/footer/How it Works-footer,Chrome 71.0.3578.98,,2019-01-01 13:29:27,2019-01-01 13:29:48,21.332s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:29:27,2019-01-01 13:29:29,2.255s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:29:29,2019-01-01 13:29:40,10.949s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:29:40,2019-01-01 13:29:41,1.123s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:29:41,2019-01-01 13:29:44,3.002s,PASSED
"click(findTestObject(""Object Repository/How it Works-footer/Page_Chiragh/a_-How it works""))",Chrome 71.0.3578.98,,2019-01-01 13:29:44,2019-01-01 13:29:44,0.100s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:29:44,2019-01-01 13:29:47,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/How it Works-footer/Page_Chiragh/img_Seller  Buyer Process_b-im""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:29:47,2019-01-01 13:29:47,0.022s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/How it Works-footer/Page_Chiragh/div_Seller  Buyer Process""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:29:47,2019-01-01 13:29:47,0.019s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:29:47,2019-01-01 13:29:48,0.709s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:29:48,2019-01-01 13:29:48,0.001s,PASSED
,,,,,,
Test Cases/footer/Privacy Policy-footer,Chrome 71.0.3578.98,,2019-01-01 13:29:48,2019-01-01 13:30:09,21.228s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-01 13:29:48,2019-01-01 13:29:51,2.185s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2019-01-01 13:29:51,2019-01-01 13:30:01,10.835s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-01 13:30:01,2019-01-01 13:30:03,1.132s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:30:03,2019-01-01 13:30:06,3.002s,PASSED
"click(findTestObject(""Object Repository/Privacy Policy/Page_Chiragh/a_Privacy Policy""))",Chrome 71.0.3578.98,,2019-01-01 13:30:06,2019-01-01 13:30:06,0.112s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-01 13:30:06,2019-01-01 13:30:09,3.000s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Privacy Policy/Page_Chiragh/div_Privacy Policy""), 3)",Chrome 71.0.3578.98,,2019-01-01 13:30:09,2019-01-01 13:30:09,0.027s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-01 13:30:09,2019-01-01 13:30:09,0.774s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-01 13:30:09,2019-01-01 13:30:09,0.000s,PASSED
,,,,,,
