Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-31 13:19:30,2018-12-31 13:19:30,0.004s,PASSED
,,,,,,
Test Cases/footer/Terms and Conditions- footer,Chrome 71.0.3578.98,,2018-12-31 13:19:30,2018-12-31 13:19:53,22.931s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2018-12-31 13:19:31,2018-12-31 13:19:33,2.377s,PASSED
"navigateToUrl(""http://dev-chiragh.surge.sh/"")",Chrome 71.0.3578.98,,2018-12-31 13:19:33,2018-12-31 13:19:45,12.044s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2018-12-31 13:19:45,2018-12-31 13:19:46,1.179s,PASSED
delay(3),Chrome 71.0.3578.98,,2018-12-31 13:19:46,2018-12-31 13:19:49,3.004s,PASSED
"click(findTestObject(""Object Repository/Terms and Conditions/Page_Chiragh/a_Terms  Conditions""))",Chrome 71.0.3578.98,,2018-12-31 13:19:49,2018-12-31 13:19:49,0.156s,PASSED
delay(3),Chrome 71.0.3578.98,,2018-12-31 13:19:49,2018-12-31 13:19:52,3.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Terms and Conditions/Page_Chiragh/div_Terms  Conditions""), 3)",Chrome 71.0.3578.98,,2018-12-31 13:19:52,2018-12-31 13:19:52,0.090s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2018-12-31 13:19:52,2018-12-31 13:19:53,0.793s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-31 13:19:53,2018-12-31 13:19:53,0.005s,PASSED
